data,label,CCT_xc_distance,CCT_xc_count1,CCT_xc_count7,CCT_x4_distance,CCT_x4_count1,CCT_x4_count7,r50_xc_distance,r50_xc_count1,r50_xc_count7,r50_xc_xs5,r50_xc_xs3,r50_xc_all3,r50_xc_all5,r50_x4_distance,r50_x4_count1,r50_x4_count7
covid_hosp/train/0/0716f059-34cb-4046-ae86-46b47756fc2b.png_000,1,0.00023106539021899852,1,7,0.1401025892192359,1,7,1.0999013467793972e-06,1,6,4,2,3,4,0.0415684133088714,1,7
covid_hosp/train/0/0716f059-34cb-4046-ae86-46b47756fc2b.png_001,0,1.9999647255475845,0,0,0.9157711983398277,0,0,1.9935905565035248,0,1,1,1,0,1,0.19424300541497375,0,0
covid_hosp/train/0/0725cf2e-03d2-4e38-90e1-a9a85da37276.png_000,1,0.0005178382407419191,1,7,0.48479269615545917,0,4,0.0013687402047602992,1,5,5,3,3,5,0.10354618460161191,0,6
covid_hosp/train/0/0725cf2e-03d2-4e38-90e1-a9a85da37276.png_001,0,1.999997386391426,0,0,0.6969886947967261,1,3,1.9982321209342082,0,2,0,0,0,0,0.18495312712074707,1,1
covid_hosp/train/0/07290e87-0c95-4daf-ae97-2f7f971f23c0.png_000,1,0.01261991141719554,0,5,0.735465513519965,0,2,0.0015588382243268972,0,3,1,0,3,4,0.32132779526130517,0,2
covid_hosp/train/0/07290e87-0c95-4daf-ae97-2f7f971f23c0.png_001,0,1.9822048094105376,1,2,0.9975076626782253,1,5,1.9859810712789607,1,4,4,3,0,1,0.2484046790642488,1,5
covid_hosp/train/0/072e0dbf-11d7-4c57-8161-10c8e7b2f0bf.png_000,1,0.0068707481903867995,1,5,0.369570751254901,0,3,0.0037178859742629244,0,1,5,3,3,5,0.104196752426156,0,4
covid_hosp/train/0/072e0dbf-11d7-4c57-8161-10c8e7b2f0bf.png_001,0,1.996183544220497,0,2,0.5475812386337194,1,4,1.980451023058388,1,6,0,0,0,0,0.15137645831830837,1,3
covid_hosp/train/0/0736db5d-1989-4e0f-99c2-c72c7fa90e8e.png_000,1,6.177640705562482e-05,1,7,0.2242435284057751,1,7,2.8011819613871225e-06,1,6,5,3,3,5,0.03800500658836414,1,7
covid_hosp/train/0/0736db5d-1989-4e0f-99c2-c72c7fa90e8e.png_001,0,1.9991591055431075,0,0,0.777601338819387,0,0,1.994018403167304,0,1,0,0,0,0,0.1989921263458303,0,0
covid_hosp/train/0/07391275-3a53-4eb2-bb8e-160e9dc0a3c2.png_000,1,0.001634375209177641,1,6,0.3841195945997955,1,6,9.744402937728047e-05,1,6,5,3,3,5,0.12504533970590626,1,6
covid_hosp/train/0/07391275-3a53-4eb2-bb8e-160e9dc0a3c2.png_001,0,1.9996278210078149,0,1,0.7357852176091393,0,1,1.992102846658748,0,1,0,0,0,0,0.19092665349911586,0,1
covid_hosp/train/0/073c6a26-29f2-4e61-9c52-7d41f3807cca.png_000,1,0.0006505692603038238,1,7,0.1345797452837909,1,7,6.785276653997752e-05,1,7,5,3,3,5,0.04309750192017048,1,7
covid_hosp/train/0/073c6a26-29f2-4e61-9c52-7d41f3807cca.png_001,0,1.999980927040163,0,0,0.9731670367544194,0,0,1.9949893216951589,0,0,0,0,0,0,0.18520960033767253,0,0
covid_hosp/train/0/074113b7-da5f-4742-93fd-654ee20939f5.png_000,1,0.004769005193184017,1,5,0.4173169009735108,1,7,0.0007730815507512867,1,5,4,2,2,4,0.06981392237395412,1,7
covid_hosp/train/0/074113b7-da5f-4742-93fd-654ee20939f5.png_001,0,1.9977021495472638,0,2,0.9503472522226927,0,0,1.9973749019605653,0,2,1,1,1,1,0.1574387691326803,0,0
covid_hosp/train/0/07444c7a-580b-4494-a883-3b33361a24ac.png_000,1,0.001370320323438201,1,7,0.23692544504179003,1,7,0.00152882908540386,1,4,4,3,3,5,0.05120434576431743,1,7
covid_hosp/train/0/07444c7a-580b-4494-a883-3b33361a24ac.png_001,0,1.9966190372454147,0,0,0.7103897131073416,0,0,1.9860710753671404,0,3,1,0,0,0,0.1529964523828946,0,0
covid_hosp/train/0/0749e0ce-a84e-49bf-9275-a1ebd9281e3b.png_000,1,8.857809132400973e-06,1,7,0.21453443287635832,1,7,8.954888295764629e-05,1,6,5,3,3,5,0.07605190906198178,1,7
covid_hosp/train/0/0749e0ce-a84e-49bf-9275-a1ebd9281e3b.png_001,0,1.9996700812184875,0,0,0.9075372361161309,0,0,1.9951611444674238,0,1,0,0,0,0,0.24407618582410717,0,0
covid_hosp/train/0/07534f30-58a1-4043-b70e-156cdfafe1c6.png_000,1,0.00010521865629065097,1,7,0.15197230021499253,1,7,0.00016591793843068192,1,7,5,3,3,5,0.060687191161895915,1,7
covid_hosp/train/0/07534f30-58a1-4043-b70e-156cdfafe1c6.png_001,0,1.9998815698137107,0,0,1.0277324755849222,0,0,1.9915600105538966,0,0,0,0,0,0,0.2207254042177993,0,0
covid_hosp/train/0/0755dd30-bcc6-4f75-9cf9-914962477fca.png_000,1,0.0040228705547107335,1,6,0.2204715968835662,1,7,0.0012140574584150743,0,4,3,2,2,4,0.10422557824272305,0,4
covid_hosp/train/0/0755dd30-bcc6-4f75-9cf9-914962477fca.png_001,0,1.992853439239014,0,1,0.8090297596629947,0,0,1.998046447595567,1,3,2,1,1,1,0.15467937298022427,1,3
covid_hosp/train/0/0759abcb-6e42-4837-956f-d4e8a4cd3537.png_000,1,0.0004707905611228691,1,5,0.2171795045099174,1,7,8.873125671549076e-06,1,6,5,3,3,5,0.05947433673360569,1,7
covid_hosp/train/0/0759abcb-6e42-4837-956f-d4e8a4cd3537.png_001,0,1.9981653868634057,0,2,0.9970135068730281,0,0,1.9942182839507705,0,1,0,0,0,0,0.23387374937827432,0,0
covid_hosp/train/0/075f24e4-0d8e-4606-8e68-ee5ea0b953b5.png_000,1,0.0006098400225499345,1,7,0.18329853851766065,1,7,2.65856338743653e-05,1,7,5,3,3,5,0.046588859133988136,1,7
covid_hosp/train/0/075f24e4-0d8e-4606-8e68-ee5ea0b953b5.png_001,0,1.9978997444704916,0,0,0.7778077779257085,0,0,1.9945442128153132,0,0,0,0,0,0,0.2290060569276855,0,0
covid_hosp/train/0/075f7167-e5ac-4c3d-954a-33576cb50600.png_000,1,0.0011085811281464908,1,7,0.259411134928315,1,7,0.002174751436344269,1,4,4,3,3,5,0.052136971790680775,1,7
covid_hosp/train/0/075f7167-e5ac-4c3d-954a-33576cb50600.png_001,0,1.9970378790553927,0,0,0.7978268864306892,0,0,1.984242138996475,0,3,1,0,0,0,0.14785501047804972,0,0
covid_hosp/train/0/076149ed-e1a7-4424-b283-18161c95e0e2.png_000,1,0.0007677127541150242,1,7,0.12300836685257377,1,7,0.00013003891734564288,1,6,5,3,3,5,0.035294950499733746,1,7
covid_hosp/train/0/076149ed-e1a7-4424-b283-18161c95e0e2.png_001,0,1.999956848187853,0,0,0.9656780677126463,0,0,1.9954270378802064,0,1,0,0,0,0,0.21677549003360808,0,0
covid_hosp/train/0/076ad555-8eff-4022-9c08-7205c59a75d2.png_000,1,0.18811528432751,0,1,0.5075132046891917,1,6,0.0013074952024433317,1,5,5,3,3,5,0.13623523817852745,1,7
covid_hosp/train/0/076ad555-8eff-4022-9c08-7205c59a75d2.png_001,0,1.8289737023357604,1,6,0.6604820496173605,0,1,1.986754547067989,0,2,0,0,0,0,0.19407754524734522,0,0
covid_hosp/train/0/07701659-5766-4828-bb65-27d208a42daf.png_000,1,5.5974236451983295e-05,1,7,0.375828340494627,1,7,3.6366802946830035e-06,1,7,1,0,3,4,0.06342628315977927,1,7
covid_hosp/train/0/07701659-5766-4828-bb65-27d208a42daf.png_001,0,1.999813444424856,0,0,0.8544188778034716,0,0,1.9940543876878678,0,0,4,3,0,1,0.2205468266052235,0,0
covid_hosp/train/0/07705011-0d7a-46b9-ab51-b4d5f2bd495f.png_000,1,0.015376699066329769,1,5,0.2974327848185192,1,7,1.5458890377795242e-06,1,6,5,3,3,5,0.044016916333403766,1,7
covid_hosp/train/0/07705011-0d7a-46b9-ab51-b4d5f2bd495f.png_001,0,1.9789613297129904,0,2,0.7307105309274395,0,0,1.9935594137110244,0,1,0,0,0,0,0.1766177108551905,0,0
covid_hosp/train/0/07752357-2f21-4e42-9015-27886b3d5857.png_000,1,0.0019463539662197826,1,6,0.4956434164737197,0,2,0.00046789004105796117,1,7,2,1,0,0,0.12993435291616828,0,3
covid_hosp/train/0/07752357-2f21-4e42-9015-27886b3d5857.png_001,0,1.9994717691389612,0,1,0.5981623429693619,1,5,1.9898797133432349,0,0,3,2,3,5,0.11044964068979612,1,4
covid_hosp/train/0/07755c77-1391-49f1-8fdb-832082887aec.png_000,1,7.95960799909734e-05,1,7,0.21660250512571544,1,7,4.6380145055202604e-05,1,6,5,3,3,5,0.05969086532897916,1,7
covid_hosp/train/0/07755c77-1391-49f1-8fdb-832082887aec.png_001,0,1.999850708243317,0,0,0.8636963234007982,0,0,1.9947855249395574,0,1,0,0,0,0,0.19645520611148104,0,0
covid_hosp/train/0/0777be71-3ed5-4d03-a073-d34ae7426838.png_000,1,0.00010117507063323039,1,7,0.23594320125508417,1,7,3.300034928177542e-05,1,6,5,3,3,5,0.07261610051136369,1,7
covid_hosp/train/0/0777be71-3ed5-4d03-a073-d34ae7426838.png_001,0,1.9990267776761914,0,0,0.9194938657347618,0,0,1.9946306826470277,0,1,0,0,0,0,0.21464329984048258,0,0
covid_hosp/train/0/07798a86-803e-4a25-b1ca-3394ae293be5.png_000,1,9.513126635907199e-05,1,7,0.10249952419837915,1,7,1.0350332079633873e-05,1,7,5,3,3,5,0.05715763332363122,1,7
covid_hosp/train/0/07798a86-803e-4a25-b1ca-3394ae293be5.png_001,0,1.9990457139097935,0,0,0.9058221875105947,0,0,1.993239236551287,0,0,0,0,0,0,0.2542090252889232,0,0
covid_hosp/train/0/07888d77-acd2-4e12-9f43-9272ae1cfe9e.png_000,1,4.5997978417089413e-05,1,7,0.10352202486057827,1,7,0.0005020353366526065,1,6,5,3,3,5,0.0673258488629449,1,7
covid_hosp/train/0/07888d77-acd2-4e12-9f43-9272ae1cfe9e.png_001,0,1.9997938500847017,0,0,0.7939586633462307,0,0,1.98972348875526,0,1,0,0,0,0,0.208372175647074,0,0
covid_hosp/train/0/079269e0-96f3-4964-8def-b13bd0aa837a.png_000,1,0.00019815688076330051,1,7,0.20106492059854142,1,7,0.00011927955603696638,1,6,5,3,3,5,0.049991467533596956,1,7
covid_hosp/train/0/079269e0-96f3-4964-8def-b13bd0aa837a.png_001,0,1.9999501098950048,0,0,1.0719208487078122,0,0,1.9953616977138795,0,1,0,0,0,0,0.2091966816064389,0,0
covid_hosp/train/0/0793267b-ba31-4f77-bee8-acde7a571231.png_000,1,0.0004134334598455691,1,7,0.15701264939798532,1,7,4.390422893574275e-06,0,6,5,3,3,5,0.04830545809521558,1,7
covid_hosp/train/0/0793267b-ba31-4f77-bee8-acde7a571231.png_001,0,1.9982803888541103,0,0,0.9479946710898685,0,0,1.9940833519720613,1,1,0,0,0,0,0.24096518865311378,0,0
covid_hosp/train/0/0796d0a6-8aa5-4edf-9c82-33523d8da0c2.png_000,1,2.2741195713327222e-05,1,7,0.21044256835213082,1,7,0.0008423734141248529,1,3,5,3,3,5,0.06877198535164253,1,7
covid_hosp/train/0/0796d0a6-8aa5-4edf-9c82-33523d8da0c2.png_001,0,1.9997319829061708,0,0,0.9062399522251539,0,0,1.9974983076828192,0,4,0,0,0,0,0.19660208247524147,0,0
covid_hosp/train/0/079fa565-0c4e-46a2-9a3c-f6341d97fd5c.png_000,1,2.8752840273149616e-05,1,6,0.18627302753053376,1,7,5.334582227256579e-05,0,2,5,3,3,5,0.03958329453475118,1,7
covid_hosp/train/0/079fa565-0c4e-46a2-9a3c-f6341d97fd5c.png_001,0,1.9997510588931031,0,1,0.8372939766414378,0,0,1.9925517475420123,1,5,0,0,0,0,0.22812067211978215,0,0
covid_hosp/train/0/07abb49d-c23c-41a5-b38a-b093011b59dd.png_000,1,0.0012743016636035387,1,6,0.13477491816417364,1,7,0.0003083403209289681,1,7,5,3,3,4,0.08289481030716561,1,7
covid_hosp/train/0/07abb49d-c23c-41a5-b38a-b093011b59dd.png_001,0,1.9967707800221364,0,1,0.9033415042813351,0,0,1.9962209949761343,0,0,0,0,0,1,0.22421885797998264,0,0
covid_hosp/train/0/07b24c8e-be16-4d5d-992e-b66e7930a387.png_000,1,0.006630143790164578,1,5,0.23537516575727557,1,7,0.0003595600595770465,0,3,5,3,3,5,0.05893639700638775,1,7
covid_hosp/train/0/07b24c8e-be16-4d5d-992e-b66e7930a387.png_001,0,1.9963624532231434,0,2,0.7183670097987811,0,0,1.9904082956955733,1,4,0,0,0,0,0.21416962928477967,0,0
covid_hosp/train/0/07bc7cbd-b313-47c0-b0eb-89d176a71810.png_000,1,1.9415761978613943e-05,1,7,0.3358222988387982,1,7,0.0013308459921750337,0,4,5,3,3,5,0.05485323989994895,1,7
covid_hosp/train/0/07bc7cbd-b313-47c0-b0eb-89d176a71810.png_001,0,1.9997199851033574,0,0,0.9629965981627128,0,0,1.9981884911056709,1,3,0,0,0,0,0.1604083350986374,0,0
covid_hosp/train/0/07c5e2ff-fd3a-47c7-936f-33f34d11b41d.png_000,1,0.00048411186625951785,1,6,0.12042542774842824,1,7,0.00010772866274388893,1,7,5,3,3,5,0.058188553147216604,1,7
covid_hosp/train/0/07c5e2ff-fd3a-47c7-936f-33f34d11b41d.png_001,0,1.9981391894524179,0,1,0.9241710593178329,0,0,1.995287625093503,0,0,0,0,0,0,0.24884506529023354,0,0
covid_hosp/train/0/07c6955b-57c1-4ba8-8b07-81b333624ed9.png_000,1,0.0002307972755796195,1,7,0.2207056398706757,1,7,5.683147037416347e-06,1,7,5,3,3,5,0.0825041304633084,1,7
covid_hosp/train/0/07c6955b-57c1-4ba8-8b07-81b333624ed9.png_001,0,1.998680226689717,0,0,0.8946638089520332,0,0,1.9933753427450536,0,0,0,0,0,0,0.23482011643667,0,0
covid_hosp/train/0/07cdb450-541e-4810-900b-b3b7b9846e8b.png_000,1,0.00031024578723171103,1,7,0.16919338734947265,1,7,0.0002303552969563638,1,6,5,3,3,5,0.04549373089286646,1,7
covid_hosp/train/0/07cdb450-541e-4810-900b-b3b7b9846e8b.png_001,0,1.9999875664716122,0,0,0.7711261315653914,0,0,1.9959227185467556,0,1,0,0,0,0,0.236641900386669,0,0
covid_hosp/train/0/07d45be8-4344-473d-b377-26354b64078e.png_000,1,0.0018051732700320455,1,7,0.20391084776610402,1,7,0.00021698349627663482,1,7,5,3,3,5,0.060724882591364104,1,7
covid_hosp/train/0/07d45be8-4344-473d-b377-26354b64078e.png_001,0,1.995953433380378,0,0,0.9175997838236761,0,0,1.9958654765407187,0,0,0,0,0,0,0.19834952124344252,0,0
covid_hosp/train/0/07daedd9-d1b8-4ff1-b203-24e71326d083.png_000,1,0.0024916670896230064,1,5,0.26261096922441196,1,7,0.0001685816542684737,1,7,5,3,3,5,0.06466409798742123,1,7
covid_hosp/train/0/07daedd9-d1b8-4ff1-b203-24e71326d083.png_001,0,1.9991714463051762,0,2,0.9646504109188097,0,0,1.995638064802581,0,0,0,0,0,0,0.24307723323537267,0,0
covid_hosp/train/0/07ec1c73-c77a-4b43-bcc6-96f94cbd32ac.png_000,1,0.0002270608655560169,1,7,0.1482781469191521,1,7,0.0004956711435816219,1,7,5,3,3,5,0.04708029102243205,1,7
covid_hosp/train/0/07ec1c73-c77a-4b43-bcc6-96f94cbd32ac.png_001,0,1.9986891803554019,0,0,0.9432041544933637,0,0,1.989752283588615,0,0,0,0,0,0,0.1822467929042294,0,0
covid_hosp/train/0/07f1ae3f-2482-4c76-8801-bc4895b3f46e.png_000,1,0.0005630954559248114,1,6,0.11732769356302697,1,7,0.00017113942373736535,0,6,5,3,3,5,0.05200850670495205,1,7
covid_hosp/train/0/07f1ae3f-2482-4c76-8801-bc4895b3f46e.png_001,0,1.9979872580157727,0,1,0.9201483487626547,0,0,1.9915230946732891,1,1,0,0,0,0,0.22789688228527916,0,0
covid_hosp/train/0/07f59492-1b36-4ff7-98b0-df996bf4fc4b.png_000,1,0.0012532825440061401,1,7,0.27692681471314096,1,7,0.0022207779876728395,0,6,4,3,2,4,0.1581673988361697,1,7
covid_hosp/train/0/07f59492-1b36-4ff7-98b0-df996bf4fc4b.png_001,0,1.9997965151384303,0,0,0.7478039240219307,0,0,1.9841190746551465,1,1,1,0,1,1,0.1878316643237905,0,0
covid_hosp/train/0/080f1469-5384-4678-b0ec-513ae837b583.png_000,1,0.0011329474056812616,1,6,0.15567558219022326,1,7,1.4219269423576542e-05,1,5,4,2,3,5,0.060689694531566585,1,7
covid_hosp/train/0/080f1469-5384-4678-b0ec-513ae837b583.png_001,0,1.999843201423754,0,1,0.8792559280287534,0,0,1.9943379397958032,0,2,1,1,0,0,0.1848881431504037,0,0
covid_hosp/train/0/08226aab-e8d2-401f-8b8d-1a2a51234c42.png_000,1,0.00013009316504841717,1,7,0.1392391634573682,1,7,3.0408045798568928e-05,1,7,5,3,3,5,0.04836907371412702,1,7
covid_hosp/train/0/08226aab-e8d2-401f-8b8d-1a2a51234c42.png_001,0,1.9989409228738428,0,0,0.951933027888353,0,0,1.9945969324348045,0,0,0,0,0,0,0.26208906643092555,0,0
covid_hosp/train/0/0838fe18-1e25-4d02-8287-7692d2a5bb57.png_000,1,0.01258583690604631,1,4,0.38964303142559586,1,5,2.504597391483898e-06,1,7,5,3,3,5,0.076555959647161,1,7
covid_hosp/train/0/0838fe18-1e25-4d02-8287-7692d2a5bb57.png_001,0,1.991700587024178,0,3,0.7138191180200684,0,2,1.9940043274114665,0,0,0,0,0,0,0.23876507824427595,0,0
covid_hosp/train/0/083e7d20-cee0-482e-acb5-029868b78fb8.png_000,1,0.0027233588658764907,1,6,0.284448449399443,1,7,6.98572563018196e-07,1,6,2,1,1,2,0.1299487788722139,1,7
covid_hosp/train/0/083e7d20-cee0-482e-acb5-029868b78fb8.png_001,0,1.9946263519309373,0,1,0.872875938951024,0,0,1.9938882967472518,0,1,3,2,2,3,0.18460311358647719,0,0
covid_hosp/train/0/08483dbc-6223-43e2-b049-b1f86ef8bbcc.png_000,1,0.0007234493863170766,1,7,0.28416260429299656,1,7,0.00010054533724612735,1,6,5,3,3,5,0.06689634601599481,1,7
covid_hosp/train/0/08483dbc-6223-43e2-b049-b1f86ef8bbcc.png_001,0,1.997693140846377,0,0,0.732174600682292,0,0,1.9920751761208897,0,1,0,0,0,0,0.2244388753232054,0,0
covid_hosp/train/0/084db3b9-8b5b-494d-8e81-7b6b98de6287.png_000,1,6.197409661923281e-05,1,7,0.1006622075781749,1,7,3.1796881361234597e-07,0,6,5,3,3,5,0.06710924906829474,1,7
covid_hosp/train/0/084db3b9-8b5b-494d-8e81-7b6b98de6287.png_001,0,1.9998239660888792,0,0,0.8163159895653477,0,0,1.9938457723870244,1,1,0,0,0,0,0.2915389798199415,0,0
covid_hosp/train/0/085f5a19-2746-43e1-a3c7-34ce070d1ad8.png_000,1,0.002107306634810402,1,7,0.25670162112791517,1,7,6.084361992564347e-06,1,7,5,3,3,5,0.052371288276167216,1,7
covid_hosp/train/0/085f5a19-2746-43e1-a3c7-34ce070d1ad8.png_001,0,1.9993863563080714,0,0,0.6964419684606941,0,0,1.9933618936090185,0,0,0,0,0,0,0.25089996619656274,0,0
covid_hosp/train/0/0864e801-58cb-4df8-b7a8-dd9e32c97178.png_000,1,0.00031383271917972966,1,7,0.13139078966501438,1,7,1.2523230885630454e-07,1,7,5,3,3,5,0.03864446269719646,1,7
covid_hosp/train/0/0864e801-58cb-4df8-b7a8-dd9e32c97178.png_001,0,1.9984905784708045,0,0,0.9844587422134465,0,0,1.9938128298995377,0,0,0,0,0,0,0.23483507238223977,0,0
covid_hosp/train/0/08732533-75c0-45e3-9565-f69307152c23.png_000,1,0.00012763169089979876,1,7,0.18277589360198754,1,5,7.331199136073607e-05,1,6,5,3,3,5,0.04966666534866193,1,7
covid_hosp/train/0/08732533-75c0-45e3-9565-f69307152c23.png_001,0,1.9999031201539075,0,0,0.6601599456735247,0,2,1.99503516553514,0,1,0,0,0,0,0.19692406860420542,0,0
covid_hosp/train/0/08845a57-ec6b-4efc-b919-6020dc4460b9.png_000,1,0.002808621690278179,1,7,0.30924168849031997,1,7,0.0024745865713391435,1,4,5,3,3,5,0.0842398603647736,0,5
covid_hosp/train/0/08845a57-ec6b-4efc-b919-6020dc4460b9.png_001,0,1.9989845726828186,0,0,0.8392501638506331,0,0,1.9834541893073219,0,3,0,0,0,0,0.18064984265930661,1,2
covid_hosp/train/0/08846808-af38-4f0f-a189-d19938ae8efc.png_000,1,0.000251931730002819,1,7,0.2797843859260085,1,7,5.830132153827883e-06,1,7,5,3,3,5,0.07918266066733981,1,7
covid_hosp/train/0/08846808-af38-4f0f-a189-d19938ae8efc.png_001,0,1.9999722516268648,0,0,0.7529113535328571,0,0,1.9933703637594298,0,0,0,0,0,0,0.2902259782565023,0,0
covid_hosp/train/0/0889b108-8f03-4fef-9ef3-5ddabde15ce7.png_000,1,9.533684672990983e-05,1,7,0.3796748170548203,1,6,0.00010567854555976197,1,7,5,3,3,5,0.12401607772761258,1,7
covid_hosp/train/0/0889b108-8f03-4fef-9ef3-5ddabde15ce7.png_001,0,1.9998705839821809,0,0,0.7818861678479381,0,1,1.9952740066930708,0,0,0,0,0,0,0.24166700626831106,0,0
covid_hosp/train/0/088d38bd-2b6b-48cf-9c83-e9e4214a9c28.png_000,1,0.002980302509191013,1,6,0.17643841374337899,1,7,2.882591421116132e-07,1,6,4,2,3,4,0.09244542862315885,1,7
covid_hosp/train/0/088d38bd-2b6b-48cf-9c83-e9e4214a9c28.png_001,0,1.9988802800984016,0,1,0.8747693934057941,0,0,1.9938415435853587,0,1,1,1,0,1,0.14407356088566925,0,0
covid_hosp/train/0/0892a3a9-1345-42b3-8412-b930fd9066e5.png_000,1,0.0004059926986370588,1,6,0.29716292396667576,1,7,4.539306360795692e-06,1,7,5,3,3,5,0.08109555546212044,1,7
covid_hosp/train/0/0892a3a9-1345-42b3-8412-b930fd9066e5.png_001,0,1.9999990190425523,0,1,0.9454949673029654,0,0,1.993416455306806,0,0,0,0,0,0,0.24464330269562673,0,0
covid_hosp/train/0/08941080-30dc-449f-a8e1-e6530f4695a2.png_000,1,9.974689365588318e-07,1,6,0.1738600302781088,1,7,0.00028627950300907923,1,6,5,3,3,5,0.04865580074358511,1,7
covid_hosp/train/0/08941080-30dc-449f-a8e1-e6530f4695a2.png_001,0,1.9995098998884868,0,1,0.880492248327806,0,0,1.9908032645105247,0,1,0,0,0,0,0.2456503942107613,0,0
covid_hosp/train/0/0898494b-fa6c-442c-b049-eb974ccee7b3.png_000,1,0.0006707936529841696,1,7,0.29495211341328065,1,7,9.577357237011697e-05,1,6,5,3,3,5,0.08792134277294694,1,7
covid_hosp/train/0/0898494b-fa6c-442c-b049-eb974ccee7b3.png_001,0,1.9999773352773556,0,0,0.8594124909295193,0,0,1.995205975457276,0,1,0,0,0,0,0.24780493170436912,0,0
covid_hosp/train/0/089df963-c3c7-499c-afd8-2b0f9224c442.png_000,1,0.023405084238314222,1,7,0.3691905747689459,1,7,0.0008835621158743701,1,5,4,2,2,4,0.06647330683085106,1,7
covid_hosp/train/0/089df963-c3c7-499c-afd8-2b0f9224c442.png_001,0,1.9825879889280529,0,0,0.6554689868772228,0,0,1.9881902252224164,0,2,1,1,1,1,0.23783020975032154,0,0
covid_hosp/train/0/08a09eef-7c20-414d-b36f-bd609dc5c763.png_000,1,0.0008173798423265488,1,7,0.429835073577601,1,7,9.504363787482539e-05,1,6,5,3,3,5,0.07032425932274078,1,7
covid_hosp/train/0/08a09eef-7c20-414d-b36f-bd609dc5c763.png_001,0,1.9975277297659368,0,0,0.8933153218518849,0,0,1.9921245333550592,0,1,0,0,0,0,0.2400038845785477,0,0
covid_hosp/train/0/08ae6c0b-d044-4de2-a410-b3cf8dc65868.png_000,1,0.00032532211392011234,1,7,0.17322329337835618,1,7,1.285950530238722e-05,0,5,5,3,3,5,0.05144630690385055,1,7
covid_hosp/train/0/08ae6c0b-d044-4de2-a410-b3cf8dc65868.png_001,0,1.998465511997354,0,0,0.8752809707339525,0,0,1.9931785519229654,1,2,0,0,0,0,0.24090168325193795,0,0
covid_hosp/train/0/08b9ee23-ff64-4494-b293-5e43f3de3453.png_000,1,6.875470451639387e-06,1,6,0.3886833459139183,1,7,0.0002081065895056522,1,7,1,1,1,2,0.11222697127460413,1,7
covid_hosp/train/0/08b9ee23-ff64-4494-b293-5e43f3de3453.png_001,0,1.9996570935727598,0,1,0.8136457762370373,0,0,1.9912743561504136,0,0,4,2,2,3,0.16423445051852004,0,0
covid_hosp/train/0/08bc9387-94f1-4ce8-8958-15864bca9052.png_000,1,4.343450318278208e-05,1,7,0.1496703015640103,1,7,7.979941464397733e-06,1,6,5,3,3,5,0.05372072299664066,1,7
covid_hosp/train/0/08bc9387-94f1-4ce8-8958-15864bca9052.png_001,0,1.9992310965744888,0,0,0.8656290277961238,0,0,1.9941948898035238,0,1,0,0,0,0,0.24806359988837545,0,0
covid_hosp/train/0/08cbc4cf-9efb-47e4-a77f-d734e6a273c5.png_000,1,0.00018354180923807473,0,6,0.23224505922004535,1,7,0.00017554853121348746,1,7,5,3,3,5,0.09570975883862176,1,7
covid_hosp/train/0/08cbc4cf-9efb-47e4-a77f-d734e6a273c5.png_001,0,1.9999423558979346,1,1,0.828990535568664,0,0,1.991492297383997,0,0,0,0,0,0,0.2602095734338027,0,0
covid_hosp/train/0/08d0531a-b5c3-4677-94f1-a48101ed3e06.png_000,1,7.272526120205569e-07,1,7,0.28400261263014603,1,7,0.00010862966380187355,1,7,5,3,3,5,0.0859684537216141,1,5
covid_hosp/train/0/08d0531a-b5c3-4677-94f1-a48101ed3e06.png_001,0,1.9995163396233377,0,0,0.7597248576794122,0,0,1.9952935630539503,0,0,0,0,0,0,0.16622252623167588,0,2
covid_hosp/train/0/08dc2e8b-754a-47ad-97e2-efe6e14fd732.png_000,1,0.0012852065767928744,1,7,0.3726745218645998,0,5,4.623391479996464e-06,1,7,5,3,3,5,0.08739357160664529,1,7
covid_hosp/train/0/08dc2e8b-754a-47ad-97e2-efe6e14fd732.png_001,0,1.9997835282834,0,0,0.7169315817270469,1,2,1.9934132726211287,0,0,0,0,0,0,0.21655210721963702,0,0
covid_hosp/train/0/08e237d8-7d4d-410f-b48e-1e2817df9aac.png_000,1,0.0007639818550186916,1,7,0.2610053573795843,1,7,1.4205351082763329e-05,1,5,5,3,3,5,0.060871952018248576,1,7
covid_hosp/train/0/08e237d8-7d4d-410f-b48e-1e2817df9aac.png_001,0,1.9999577294119624,0,0,0.6678926974477308,0,0,1.9943376623784554,0,2,0,0,0,0,0.208272994919669,0,0
covid_hosp/train/0/08ec2d3b-bc62-47c6-b0ce-632f8dbbdb21.png_000,1,1.9764348728578165,0,2,0.4899890291499063,0,6,0.0003403584962025086,1,7,3,1,2,4,0.09498585555704042,0,5
covid_hosp/train/0/08ec2d3b-bc62-47c6-b0ce-632f8dbbdb21.png_001,0,0.03045265818025633,1,5,0.5469560961022663,1,1,1.9905083369811059,0,0,2,2,1,1,0.14161115916171485,1,2
covid_hosp/train/0/08fda39f-ba68-45cc-9bbb-d416b19c6dc2.png_000,1,6.568194436107344e-05,1,7,0.2577059310295502,1,7,0.00034283089553088786,1,5,3,3,3,5,0.07608789445284092,1,5
covid_hosp/train/0/08fda39f-ba68-45cc-9bbb-d416b19c6dc2.png_001,0,1.9998300703547605,0,0,0.7081072130528802,0,0,1.9963375289422522,0,2,2,0,0,0,0.13233709576350194,0,2
